NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;No;95.857;0.938083;102.1839;47.8159;3700;1514.2923;83062;34114;3.5019;402;64;22;2061;1639;2190;1547;74955;31758;155831;314692
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;--;;;0.0000;0.0000;87;0.0000;160;50;4.7120;18;4;0;28;59;6;3;142;49;922;2252
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;Si;;;31.3283;5.6960;4;2838.0610;1771;222;0.2670;11;2;2;4;0;4;0;1321;177;254;456
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;--;;;0.0000;0.0000;82;0.0000;155;52;4.2328;16;4;0;27;55;5;3;138;51;1003;2250
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;Si;;;31.3283;7.1200;5;2889.3255;1798;231;0.3270;12;2;2;5;0;5;0;1344;185;254;464
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;No;99.7191;0.976249;102.1452;47.7384;3694;1517.9366;83326;34132;3.5063;418;68;24;2072;1622;2217;1533;75141;31809;141732;315296
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;No;104.578;1.00977;103.5667;48.8885;3783;1561.8885;85527;35332;3.5463;426;73;28;2171;1612;2322;1582;77189;32898;134944;306211
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;--;;;0.0000;0.0000;83;0.0000;168;54;4.3902;22;7;0;26;57;6;3;152;53;891;1907
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;Si;;;32.7523;9.9681;7;2932.0460;1823;236;0.5151;12;2;5;5;2;6;2;1366;187;280;540
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;Si;;;35.6003;9.9681;7;3004.6707;1869;241;0.5660;12;1;7;5;2;7;2;1403;187;292;566
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;No;110.727;1.0477;105.6861;50.5685;3913;1564.8092;85503;35582;3.6997;415;75;25;2221;1692;2422;1656;77133;33092;137759;281681
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;--;;;0.0000;0.0000;88;0.0000;164;57;4.4335;27;9;0;27;61;6;3;148;55;849;1299
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;--;;;0.0000;0.0000;90;0.0000;167;61;6.6667;27;7;0;29;61;8;6;152;58;822;866
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;Si;;;37.0243;17.0881;12;2990.4306;1857;243;0.8723;15;1;7;9;3;11;3;1415;190;287;551
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;No;114.323;1.06173;107.6763;52.6492;4074;1582.8242;86468;36011;3.7932;442;77;24;2350;1724;2533;1700;78057;33538;144939;244410
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;No;117.738;1.07145;109.8862;55.6474;4306;1605.4010;86562;37664;3.9228;449;89;25;2489;1817;2645;1795;78075;35110;154062;217203
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;--;;;0.0000;0.0000;94;0.0000;151;58;7.3684;28;8;0;30;64;8;6;136;54;980;560
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;Si;;;42.7204;24.2082;17;3125.7120;1940;255;1.1364;14;0;8;12;5;14;5;1475;197;310;532
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;81;0.0000;157;53;7.0652;30;7;0;29;52;8;5;135;49;1000;454
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;Si;;;46.9924;25.6322;18;2951.9822;1832;241;1.3401;15;1;7;11;7;14;7;1385;182;289;501
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;No;118.527;1.05846;111.9797;53.9286;4173;1500.7100;81283;34842;4.0636;424;92;28;2420;1753;2535;1762;73239;32504;149435;194694
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;118.527;1.04962;112.9231;54.3680;4207;1501.1106;81515;34641;4.0982;425;98;30;2444;1763;2559;1774;73433;32296;150130;181839
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;76;0.0000;165;48;6.4171;32;8;0;26;50;7;5;143;44;1005;439
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;48.4164;25.6322;18;2923.5019;1819;234;1.3557;14;1;7;11;7;14;7;1375;174;291;491
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;46.9924;24.2082;17;2840.9090;1773;222;1.3351;17;1;7;10;7;13;7;1335;163;293;500
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;114.361;1.00675;113.5951;54.4067;4210;1493.5117;80831;34737;4.1130;422;98;30;2416;1794;2527;1800;72815;32388;154163;162362
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;79;0.0000;168;52;7.2539;34;9;0;27;52;7;7;146;47;1023;439
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;72;0.0000;152;61;7.0652;31;7;0;24;48;6;7;129;55;1000;355
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;45.5684;22.7842;16;2738.3800;1719;204;1.2517;16;1;4;11;5;13;5;1286;152;264;507
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;113.162;0.989659;114.3447;54.6781;4231;1481.0537;79804;34800;4.1850;430;106;29;2409;1822;2546;1818;71792;32485;164388;143313
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;112.244;0.977873;114.7841;55.1175;4265;1508.9162;81927;34833;4.0710;445;99;33;2457;1808;2536;1788;73687;32528;183144;128212
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;58;0.0000;159;58;6.4171;26;6;0;18;40;6;6;135;52;1016;322
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;46.9924;25.6322;18;2816.7008;1735;243;1.3746;18;1;3;13;5;15;5;1271;184;328;469
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;57;0.0000;163;57;4.6632;33;8;0;16;41;6;3;142;51;1093;315
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;44.1444;19.9362;14;2943.4381;1813;254;1.1214;16;1;3;10;4;13;4;1320;196;360;432
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;114.273;0.980096;116.5933;55.0271;4258;1529.6063;83326;35035;4.0429;432;100;35;2453;1805;2562;1785;74821;32700;207760;116745
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;115.651;0.982765;117.6789;54.2387;4197;1563.2196;86049;34913;3.8622;442;94;38;2457;1740;2525;1721;77363;32573;233104;101003
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;46;0.0000;171;61;4.4118;34;8;0;12;34;6;3;150;54;974;280
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;37.0243;18.5121;13;2917.8058;1800;249;0.9352;15;1;3;11;2;12;2;1309;188;362;416
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.8724;21.3602;15;3075.8714;1887;273;1.0006;12;1;3;14;1;15;1;1392;207;376;408
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;122.831;0.989657;124.1146;58.0511;4492;1707.5462;93459;38671;3.8632;466;102;36;2626;1866;2793;1846;83948;36135;251807;93884
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;56;0.0000;175;71;4.0724;37;8;0;17;39;6;3;158;63;952;245
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;59;0.0000;169;71;4.2254;40;7;0;19;40;6;3;150;63;958;245
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;44.1444;22.7842;16;3100.0797;1904;273;1.0539;11;1;4;15;1;16;1;1406;207;380;400
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;123.378;0.981596;125.6913;58.5551;4531;1709.3426;93319;38950;3.8491;481;104;39;2666;1865;2783;1844;83812;36399;261484;84843
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;122.398;0.953408;128.3793;59.1883;4580;1733.6770;95022;39130;3.8404;508;108;40;2716;1864;2840;1843;85390;36550;270649;75516
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;55;0.0000;169;67;3.3493;40;7;0;19;36;6;1;149;60;792;222
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;48.4164;22.7842;16;3094.3836;1906;267;1.0468;10;1;5;15;1;16;1;1419;205;383;373
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;60;0.0000;178;64;3.2110;38;6;0;23;37;5;2;161;57;911;203
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;52.6885;22.7842;16;3169.8564;1942;284;0.9650;10;2;5;15;1;15;1;1448;210;426;353
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;119.903;0.89238;134.3628;59.6665;4617;1787.1663;98638;39653;3.7521;550;105;43;2725;1892;2817;1895;88584;37000;290602;57661
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;118.025;0.840488;140.4238;59.6665;4617;1805.4785;99783;39925;3.7875;585;116;49;2760;1857;2930;1875;89607;37257;293921;71353
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;68;0.0000;189;69;3.9648;39;6;0;29;39;6;3;165;62;878;226
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;49.8405;21.3602;15;3202.6087;1986;263;0.8182;10;2;4;14;1;13;1;1514;197;412;478
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;66;0.0000;193;68;3.9474;36;4;0;31;35;6;3;167;61;751;242
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;56.9605;24.2082;17;3293.7457;2041;272;0.8494;9;3;4;14;3;12;3;1566;200;419;545
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;119.063;0.806612;147.6091;61.5662;4764;1841.3017;102570;39910;3.8605;605;128;48;2922;1842;3134;1856;92031;37227;293051;81747
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;67;0.0000;192;68;4.3478;35;3;0;36;31;7;3;167;63;749;237
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;56.9605;18.5121;13;3211.1528;1977;278;0.7510;12;3;3;10;3;10;3;1520;211;434;580
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;122.615;0.781478;156.9009;63.4401;4909;1856.6286;103728;39938;3.9603;623;132;56;3039;1870;3256;1901;92979;37239;289296;82962
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;128.266;0.769813;166.6191;66.0635;5112;1866.6958;104222;40223;4.0960;664;135;55;3160;1952;3373;1991;93481;37476;300947;82226
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;64;0.0000;188;65;4.5045;36;4;0;36;28;8;2;164;58;756;223
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;61.2326;18.5121;13;3380.6106;2102;272;0.6608;15;3;2;11;2;10;2;1606;210;483;589
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;67;0.0000;197;67;4.7210;34;4;0;37;30;9;2;173;60;751;221
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;59.8086;21.3602;15;3436.1471;2130;283;0.8130;18;3;2;12;3;12;3;1626;219;489;589
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;130.782;0.766721;170.5737;67.1361;5195;1872.7697;104612;40303;4.1490;680;144;62;3170;2025;3401;2050;93846;37534;300710;82228
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;135.699;0.779656;174.0500;69.1909;5354;1887.8899;105619;40466;4.2550;705;141;69;3267;2087;3504;2130;94712;37698;298419;82270
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;68;0.0000;196;65;4.8673;36;5;0;38;30;9;2;170;56;740;221
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;61.2326;25.6322;18;3548.6443;2192;300;0.9484;17;3;4;13;5;13;5;1667;231;509;589
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;71;0.0000;205;63;3.8793;41;7;1;40;31;8;1;176;56;560;240
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;85.4408;29.9043;21;3777.9106;2339;314;1.2506;17;2;4;14;7;18;7;1761;238;584;621
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;148.27;0.800859;185.1381;74.6962;5780;1960.1049;110286;41387;4.4356;732;152;70;3607;2173;3904;2204;99129;38575;298279;90134
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;70;0.0000;216;56;3.7500;47;5;1;40;30;9;0;191;49;531;287
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;113.9211;28.4802;20;3837.7192;2363;332;1.1864;18;2;6;13;7;17;7;1774;249;603;715
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;161.774;0.822045;196.7949;80.7572;6249;2076.1297;118276;42375;4.5193;777;160;73;3919;2330;4222;2375;106480;39493;273934;114135
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;173.516;0.836082;207.5341;86.0428;6658;2145.7600;122879;43160;4.6156;817;155;84;4197;2461;4457;2510;110737;40208;252993;147664
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;70;0.0000;217;55;3.3613;52;12;1;38;32;8;0;191;47;1003;312
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;125.3132;32.7523;23;3998.6329;2479;329;1.4430;20;1;7;17;6;24;6;1831;248;594;866
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;70;0.0000;233;58;3.2000;61;14;1;37;33;8;0;201;49;1526;329
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;143.8254;38.4483;27;4105.4340;2547;336;1.5435;21;1;8;21;6;27;6;1884;254;578;960
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;187.369;0.851957;219.9275;93.4607;7232;2242.9686;129342;44219;4.8473;859;160;86;4619;2613;4975;2676;116645;41195;242162;167155
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;199.989;0.860114;232.5147;100.5556;7781;2306.4604;133620;44854;5.0021;851;161;98;5002;2779;5285;2832;120496;41775;247115;166199
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;80;0.0000;258;62;3.2143;57;14;1;34;46;7;2;224;56;2477;322
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;173.7297;42.7204;30;4169.5146;2577;351;1.8790;26;0;8;23;7;32;9;1914;268;583;965
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;81;0.0000;256;62;2.8777;65;15;1;33;48;6;2;222;56;2473;322
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;186.5459;38.4483;27;4179.4827;2580;355;1.6856;25;0;7;21;6;29;8;1921;274;574;965
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;205.791;0.867892;237.1154;103.4375;8004;2327.6932;135006;45111;5.0989;875;155;99;5131;2873;5423;2929;121771;42030;243391;166200
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;No;211.591;0.872337;242.5560;104.8590;8114;2324.1394;134791;45051;5.1569;892;163;96;5180;2934;5453;2983;121628;41960;241327;166105
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;84;0.0000;260;65;2.7875;64;14;1;35;49;6;2;228;59;2481;322
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;Si;;;189.3939;35.6003;25;4270.6197;2643;356;1.5152;25;0;5;20;5;28;6;1971;273;558;966
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;No;223.281;0.889905;250.9044;110.4419;8546;2374.6175;138497;45251;5.3367;930;151;104;5461;3085;5747;3175;124999;42184;236590;179171
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;--;;;0.0000;0.0000;94;0.0000;274;63;4.6667;64;13;0;37;57;11;3;243;57;2512;309
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;Si;;;197.9380;55.5365;39;4425.8373;2761;347;1.7736;28;0;5;34;5;36;6;2095;273;592;1372
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;--;;;0.0000;0.0000;111;0.0000;270;73;5.8632;68;15;0;44;67;14;4;241;66;2485;273
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;Si;;;203.6340;85.4408;60;4437.2294;2772;344;2.7038;31;0;4;54;6;57;7;2101;266;556;1653
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;No;234.248;0.907714;258.0639;116.0376;8979;2353.9662;136576;45574;5.5984;936;157;106;5756;3223;5978;3303;123221;42558;225338;185958
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;No;246.517;0.928114;265.6111;121.4912;9401;2374.6433;137340;46410;5.8012;963;164;104;5928;3473;6181;3531;124027;43386;210089;191609
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;--;;;0.0000;0.0000;121;0.0000;295;70;6.6869;70;10;0;50;71;18;4;264;65;1951;305
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;Si;;;202.2100;92.5609;65;4227.8992;2628;341;2.9062;35;1;3;56;9;56;10;2008;263;549;1959
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;--;;;0.0000;0.0000;135;0.0000;304;74;7.5362;66;9;0;51;84;20;6;275;70;1372;326
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;Si;;;207.9061;105.3770;74;4264.9236;2638;357;3.3846;37;1;2;62;12;64;13;2001;274;574;2101
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;No;257.523;0.942896;273.1195;126.4667;9786;2396.4319;138253;47183;5.9493;988;172;111;6129;3657;6363;3703;125006;44189;199300;184152
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;--;;;0.0000;0.0000;133;0.0000;307;80;8.2386;71;25;0;54;79;24;5;279;73;446;344
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;Si;;;202.2100;131.0093;92;4428.6853;2758;352;4.0541;33;1;2;73;19;78;18;2093;275;523;2085
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;No;266.884;0.959509;278.1466;131.9590;10211;2438.8072;140587;48128;6.1034;1042;181;103;6380;3831;6662;3867;127328;45183;180451;184661
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;No;272.678;0.977159;279.0512;133.6778;10344;2434.9690;139881;48537;6.1583;1054;195;104;6413;3931;6664;3945;126672;45600;171061;184685
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;--;;;0.0000;0.0000;133;0.0000;312;79;8.2153;70;25;0;54;79;24;5;281;72;465;344
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;Si;;;207.9061;148.0975;104;4388.8129;2727;355;4.6095;33;1;3;74;30;79;29;2067;276;522;2085
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;--;;;0.0000;0.0000;134;0.0000;322;81;8.5399;75;24;0;53;81;26;5;289;74;453;345
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;Si;;;210.7541;153.7935;108;4296.2519;2666;351;4.9280;41;2;5;79;29;84;29;2017;276;517;2085
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;No;284.87;1.0106;281.8814;137.6970;10655;2477.1892;142632;49053;6.2099;1058;191;110;6661;3994;6892;3990;129117;46120;154040;185083
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;No;296.252;1.03916;285.0864;140.4625;10869;2453.4750;141263;48587;6.3670;1037;208;108;6797;4072;7027;4027;127905;45708;140171;149365
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;--;;;0.0000;0.0000;126;0.0000;330;86;8.0214;87;26;0;50;76;25;5;295;79;362;319
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;Si;;;189.3939;142.4014;100;3910.3440;2403;343;5.1591;44;3;5;70;30;78;29;1803;271;406;1596
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;--;;;0.0000;0.0000;118;0.0000;336;86;7.9576;91;24;0;48;70;24;6;297;80;382;318
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;Si;;;166.6097;118.1932;83;3927.4322;2421;337;4.2160;44;3;6;53;30;60;29;1832;279;472;1637
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;No;302.932;1.05671;286.6759;142.0262;10990;2472.0328;142829;48457;6.4445;1059;210;105;6839;4151;7162;4104;129235;45580;153804;131929
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;No;307.205;1.06446;288.6015;144.1198;11152;2477.5639;143415;48299;6.5216;1086;214;103;6940;4212;7224;4203;129734;45485;159531;123173
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;--;;;0.0000;0.0000;122;0.0000;325;92;8.5333;88;23;1;48;74;25;7;291;84;410;287
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;Si;;;156.6416;109.6491;77;3971.5766;2435;354;3.8479;42;2;8;48;29;55;28;1862;295;532;1826
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;No;308.877;1.07232;288.0458;146.6528;11348;2471.2186;143335;47888;6.6211;1087;217;97;7069;4279;7318;4254;129651;45123;156259;129796
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;--;;;0.0000;0.0000;119;0.0000;337;95;8.2051;92;24;1;52;67;25;7;303;87;405;267
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;Si;;;146.6735;102.5290;72;3876.1676;2394;328;3.6706;39;2;8;46;26;53;25;1850;275;554;2031
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;--;;;0.0000;0.0000;116;0.0000;343;86;7.4935;96;8;1;51;65;22;7;306;81;339;256
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;Si;;;119.6172;71.2007;50;3589.9407;2192;329;2.5981;43;3;9;31;19;33;18;1692;271;539;2033
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;No;310.184;1.06837;290.3332;146.1875;11312;2453.3200;142227;47611;6.6078;1112;208;104;6990;4322;7166;4296;128630;44832;142685;129924
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;No;308.414;1.06541;289.4803;145.3734;11249;2445.1525;141796;47410;6.5959;1129;193;100;6973;4276;7144;4258;128254;44611;142072;129896
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;--;;;0.0000;0.0000;117;0.0000;331;84;7.9576;90;7;1;52;65;23;7;298;79;316;256
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;Si;;;109.6491;59.8086;42;3611.3009;2212;324;2.1191;47;4;9;32;10;33;9;1714;268;537;2033
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;--;;;0.0000;0.0000;121;0.0000;323;88;8.5333;93;7;1;55;66;23;9;292;83;314;255
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;Si;;;106.8010;56.9605;40;3551.4923;2172;322;2.0908;39;3;11;29;11;31;10;1693;268;530;2032
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;No;303.684;1.05377;288.1880;144.1844;11157;2428.8692;140672;47274;6.6120;1139;208;101;6859;4298;7083;4278;127323;44502;142193;129410
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;No;304.033;1.04863;289.9326;144.6238;11191;2430.9240;140533;47572;6.6254;1168;209;105;6843;4348;7074;4308;126992;44801;154152;135050
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;--;;;0.0000;0.0000;132;0.0000;312;87;8.4932;85;4;2;60;72;23;8;284;81;336;248
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;Si;;;101.1050;46.9924;33;3710.9820;2273;333;1.6642;36;2;13;25;8;26;8;1771;272;632;2285
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;No;301.414;1.02719;293.4348;144.6497;11193;2425.3024;140524;47146;6.5752;1162;209;110;6837;4356;6984;4297;127087;44482;184561;108899
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;--;;;0.0000;0.0000;137;0.0000;324;88;8.3990;78;4;2;56;81;21;11;299;82;380;218
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;Si;;;109.6491;48.4164;34;3629.8131;2210;339;1.8228;34;2;14;25;9;26;10;1706;269;758;2055
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;--;;;0.0000;0.0000;135;0.0000;340;92;7.7889;79;6;1;57;78;19;12;311;87;440;163
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;Si;;;125.3132;46.9924;33;3703.8619;2273;328;1.8000;32;2;15;26;7;29;7;1740;260;890;1533
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;No;299.099;1.01186;295.5930;144.4817;11180;2449.6627;143087;46468;6.4915;1165;211;123;6842;4338;6975;4264;129281;43852;226907;68109
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;No;298.22;0.989889;301.2663;141.3930;10941;2465.3644;145029;45741;6.3665;1187;202;125;6634;4307;6832;4241;130784;43143;252797;39785
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;--;;;0.0000;0.0000;135;0.0000;340;90;7.1066;72;7;1;52;83;17;11;312;82;466;135
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;Si;;;132.4333;44.1444;31;3886.1357;2378;351;1.5087;30;2;15;24;7;25;7;1843;278;958;1164
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;--;;;0.0000;0.0000;150;0.0000;333;94;8.6957;72;6;1;57;93;21;13;305;86;475;137
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;Si;;;129.5853;48.4164;34;4380.2688;2503;573;1.4456;24;2;14;27;7;26;8;1922;430;973;1168
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;No;287.049;1.00329;286.1073;144.1456;11154;2483.8059;146701;45496;6.4557;1162;220;130;6780;4374;6999;4299;132130;42878;262442;37883
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;No;293.681;1.01856;288.3301;144.1069;11151;2483.0175;146808;45328;6.4436;1175;225;128;6775;4376;6973;4299;132192;42741;263188;37882
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;--;;;0.0000;0.0000;147;0.0000;335;101;8.5000;82;6;1;55;92;20;14;308;92;477;137
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;Si;;;123.8892;49.8405;35;4417.2932;2523;579;1.5228;20;3;14;27;8;28;8;1932;432;975;1173
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;Si;;;122.4652;49.8405;35;4549.7265;2598;597;1.4451;27;3;10;27;8;27;8;1981;441;981;1177
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;No;320.274;1.10524;289.7775;144.0035;11143;2495.3463;147698;45392;6.3786;1178;217;130;6807;4336;6942;4268;132909;42835;265382;37852
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;--;;;0.0000;0.0000;142;0.0000;340;93;7.5377;80;7;1;54;88;18;12;312;86;478;137
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;--;;;0.0000;0.0000;133;0.0000;355;97;8.2324;89;9;0;47;86;17;17;322;91;503;123
