NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
ALT CAMP;01;2020-07-03;2020-07-09;Si;;;0.0000;0;795.2286;4;0.0000;0;0;0
ALT CAMP;01;2020-07-02;2020-07-08;Si;;;0.0000;0;994.0357;5;0.0000;0;0;0
ALT CAMP;01;2020-07-02;2020-07-08;No;4.89404;0.714286;4.5677;2;153.0204;67;2.9851;0;0;0
ALT CAMP;01;2020-07-01;2020-07-07;Si;;;0.0000;0;994.0357;5;0.0000;0;0;0
ALT CAMP;01;2020-07-01;2020-07-07;No;3.2627;0.714286;2.2838;1;157.5882;69;2.8986;0;0;0
ALT CAMP;01;2020-06-30;2020-07-06;Si;;;0.0000;0;994.0357;5;0.0000;0;0;0
ALT CAMP;01;2020-06-30;2020-07-06;No;3.91524;0.857143;4.5677;2;169.0076;74;2.7027;0;0;0
ALT CAMP;01;2020-06-29;2020-07-05;No;3.91524;0.857143;4.5677;2;189.5626;83;2.4390;0;0;0
ALT CAMP;01;2020-06-29;2020-07-05;Si;;;0.0000;0;795.2286;4;0.0000;0;0;0
ALT CAMP;01;2020-06-28;2020-07-04;No;3.91524;0.857143;4.5677;2;198.6981;87;2.3256;0;0;0
ALT CAMP;01;2020-06-28;2020-07-04;Si;;;0.0000;0;795.2286;4;0.0000;0;0;0
ALT CAMP;01;2020-06-27;2020-07-03;Si;;;0.0000;0;596.4214;3;0.0000;0;0;0
ALT CAMP;01;2020-06-27;2020-07-03;No;3.2627;0.714286;4.5677;2;210.1176;92;2.1978;0;0;0
ALT CAMP;01;2020-06-26;2020-07-02;Si;;;0.0000;0;596.4214;3;0.0000;0;0;0
ALT CAMP;01;2020-06-26;2020-07-02;No;2.61016;0.571429;4.5677;2;221.5370;97;2.0833;0;0;0
