setmana_epidemiologica
49
32
23
34
35
13
42
13
48
4
43
7
38
17
12
40
5
35
2
32
13
38
25
39
40
23
49
43
13
31
2
51
5
38
52
13
43
13
8
13
16
27
4
44
33
19
12
45
49
13
36
7
28
47
49
20
29
45
13
47
12
37
35
6
42
13
5
37
33
13
41
13
28
9
29
47
3
34
49
5
47
26
10
7
39
26
50
13
39
2
40
44
20
30
43
26
40
47
45
9
10
39
48
38
48
10
35
13
47
35
44
7
10
49
42
8
24
37
8
3
32
35
40
46
25
27
8
52
18
34
33
21
4
14
26
45
28
4
3
35
19
6
43
20
19
36
12
21
39
3
23
22
9
39
30
33
8
6
14
44
28
42
34
18
6
5
38
6
1
17
38
29
3
1
22
15
16
31
13
47
47
13
23
13
20
28
45
36
20
50
44
20
13
13
3
10
30
43
2
40
50
22
38
22
6
42
29
36
13
21
36
40
45
41
13
31
13
10
5
22
8
35
26
39
29
40
42
50
10
36
51
11
2
13
21
37
39
50
13
8
3
12
12
45
22
28
42
37
35
26
13
50
17
28
46
13
29
13
42
29
42
24
15
27
12
52
16
45
14
43
37
44
27
46
13
40
20
5
31
23
24
38
8
42
51
50
19
52
1
40
28
29
1
36
50
40
13
45
6
28
27
37
51
32
41
37
13
40
39
29
6
50
28
46
19
16
45
34
43
47
24
13
45
13
45
23
21
51
13
46
24
38
24
4
49
13
38
26
21
52
28
32
21
1
8
19
13
26
49
51
13
51
21
13
51
46
40
6
51
26
28
47
44
18
13
13
13
43
23
41
38
48
21
49
28
43
21
45
48
40
41
20
33
50
44
39
13
26
13
41
42
47
30
36
43
45
46
31
11
31
27
35
51
21
15
30
32
40
40
25
33
32
10
38
29
4
42
52
21
36
37
25
14
35
41
13
8
3
4
13
27
4
20
21
45
10
23
3
16
21
13
44
39
35
7
19
4
26
26
37
32
37
20
2
51
49
31
17
20
40
28
19
40
39
30
30
41
27
40
7
38
49
2
22
45
21
39
30
41
18
22
47
48
41
26
3
21
10
11
13
6
10
8
13
35
14
4
22
22
26
8
16
7
25
26
42
40
19
22
29
42
43
43
23
22
42
11
4
49
48
35
41
32
30
43
44
44
34
40
8
1
30
21
13
51
7
39
41
2
12
6
22
22
14
19
30
19
40
13
31
21
36
13
27
28
46
44
39
14
35
3
48
34
4
19
24
40
38
37
43
44
44
21
45
43
35
35
17
27
10
44
37
39
43
44
13
37
42
4
11
8
49
34
21
13
5
11
10
2
28
28
1
3
7
49
29
35
35
50
38
30
4
21
8
4
24
8
36
14
34
52
45
16
26
21
24
13
21
41
28
22
19
25
51
34
2
7
10
3
24
47
17
17
32
12
22
9
33
47
44
39
46
13
40
24
30
9
7
51
15
17
38
50
49
30
41
46
23
43
4
30
2
3
25
24
35
50
16
40
48
18
3
12
22
42
14
33
22
33
15
27
24
50
42
40
32
13
24
19
9
51
10
27
51
44
30
17
44
39
39
21
46
39
1
24
10
38
20
46
17
40
23
22
36
40
52
48
26
13
48
41
49
38
40
11
35
32
21
41
42
34
40
26
40
40
51
6
40
35
6
5
37
12
34
47
23
23
9
32
38
26
20
36
13
45
20
41
13
43
23
52
43
1
26
8
45
50
25
30
23
37
13
34
6
16
4
44
34
16
39
29
6
9
13
3
51
26
1
36
13
52
20
18
12
13
42
22
43
35
19
37
44
17
24
15
6
31
44
37
52
5
7
13
22
45
1
10
27
32
13
13
41
32
35
44
28
18
35
6
9
50
31
4
10
37
38
19
22
43
23
2
2
43
31
3
16
38
13
22
15
19
37
30
43
13
39
2
35
5
35
13
38
29
19
26
42
9
38
22
41
40
13
21
40
39
6
48
24
35
40
45
41
37
35
3
9
47
2
25
43
10
13
51
40
11
13
13
13
26
8
16
18
3
48
1
48
8
3
45
30
47
46
43
5
45
38
44
45
19
28
29
16
41
30
28
34
27
38
47
51
2
29
41
10
51
7
13
51
38
44
24
13
19
23
42
41
37
35
32
19
13
50
20
5
49
13
38
41
36
44
26
42
45
13
43
6
37
43
8
21
21
38
45
14
12
37
48
19
48
27
32
42
27
21
24
5
39
30
16
29
45
11
40
13
5
44
23
47
5
13
40
39
39
13
37
40
23
13
41
35
38
25
2
40
5
13
5
6
30
42
44
40
37
22
51
23
21
46
14
23
31
43
44
19
9
45
47
11
39
39
43
19
34
29
29
46
20
52
13
51
19
25
27
47
20
7
4
2
39
15
37
6
39
40
41
46
37
24
28
22
33
3
32
13
2
29
27
19
24
36
17
41
20
38
12
9
16
25
36
38
47
13
32
17
14
2
19
5
31
11
9
13
13
36
11
2
10
42
46
28
1
24
22
24
1
31
13
27
10
50
49
47
24
43
46
42
2
38
1
17
37
20
32
26
26
49
40
33
48
3
50
19
28
13
36
45
40
45
52
44
44
30
39
13
27
38
42
43
50
9
51
2
40
13
48
44
27
12
34
20
27
43
39
10
6
1
26
13
44
34
15
21
30
39
1
22
38
7
25
13
42
12
27
21
13
40
13
37
51
10
3
7
24
38
23
15
36
24
47
3
11
46
39
2
20
42
6
13
23
4
45
39
20
45
48
35
1
27
13
6
50
9
5
18
48
25
28
26
13
30
49
21
25
13
21
35
25
49
47
13
35
39
5
14
28
6
26
46
39
24
27
13
6
14
35
32
19
34
30
49
25
18
23
15
38
49
34
51
13
19
41
34
38
11
50
13
39
14
4
33
25
30
34
7
50
46
13
39
38
14
49
13
31
37
46
20
30
2
25
24
48
15
29
26
8
43
44
2
8
32
19
47
1
27
12
36
19
45
13
40
2
27
37
23
50
51
49
46
1
40
51
44
43
9
49
10
19
13
10
40
26
5
28
12
8
52
5
43
13
49
19
19
11
43
45
38
41
4
52
35
1
39
52
28
1
45
1
17
28
47
30
29
48
44
21
41
9
29
50
26
40
6
22
21
30
34
14
37
20
51
13
27
13
39
31
51
32
20
20
1
42
14
11
11
38
39
10
39
51
40
50
30
14
51
37
19
40
35
25
42
39
46
22
29
42
19
39
10
45
31
22
23
41
34
31
40
20
40
12
47
39
14
33
8
3
40
20
46
21
24
42
45
40
11
20
47
30
44
27
40
22
30
42
37
7
49
46
37
2
2
28
2
14
16
11
46
13
36
51
5
25
37
25
1
51
25
34
25
24
45
38
19
21
31
39
39
2
30
47
49
12
40
24
32
48
5
45
1
48
7
49
15
51
1
30
18
19
28
7
26
46
1
14
8
36
19
1
5
39
40
11
35
27
21
40
23
26
32
7
26
31
46
48
3
19
35
8
42
41
14
47
18
19
42
14
12
38
12
47
37
19
38
14
45
40
27
8
48
20
8
48
4
19
26
14
50
14
51
10
24
9
38
39
26
39
14
31
42
28
9
12
31
47
32
21
45
40
25
42
14
21
37
23
51
25
30
1
33
5
14
37
20
4
35
28
43
32
43
22
34
46
24
21
24
11
3
32
20
37
31
42
27
44
20
18
45
28
15
21
21
41
37
20
3
20
21
46
42
41
32
50
45
35
7
45
51
48
32
39
29
38
7
2
20
32
43
29
3
43
3
4
49
20
3
21
1
14
7
21
47
27
49
42
42
49
3
42
28
30
39
22
21
48
22
50
30
22
26
8
44
14
20
41
35
14
41
45
29
46
14
6
15
12
15
5
50
41
20
5
20
12
19
45
23
36
10
10
42
16
37
14
8
2
48
51
20
40
19
13
38
31
1
28
26
18
10
13
39
1
50
27
39
39
17
44
21
29
27
42
3
38
45
21
48
5
35
15
36
37
19
32
38
48
31
25
38
14
52
46
34
39
45
21
42
35
31
37
38
14
50
40
22
14
28
2
18
22
24
39
43
16
4
35
41
40
40
47
2
51
37
45
25
42
27
12
41
39
32
7
1
7
30
20
50
32
43
9
30
14
43
20
23
24
9
16
20
14
24
19
37
14
6
26
26
5
42
2
44
33
41
52
10
22
40
38
30
48
46
30
43
12
10
20
36
14
22
48
10
42
2
5
3
40
51
45
43
29
45
14
30
4
41
21
14
47
42
26
29
33
3
12
25
42
13
42
49
24
41
12
45
37
45
43
21
7
41
14
13
10
43
8
22
43
14
21
41
27
41
39
31
24
10
17
41
7
31
40
14
14
6
52
20
3
15
38
39
47
32
32
25
39
29
14
15
45
22
24
35
2
20
40
39
14
14
36
51
35
34
35
48
20
21
14
14
35
22
21
45
20
32
7
14
39
40
30
30
27
33
41
9
3
39
35
9
2
12
19
37
19
37
21
51
10
31
42
10
22
48
41
9
27
23
44
44
40
38
44
6
12
52
2
2
45
4
32
41
18
45
39
24
38
29
50
40
23
45
21
47
27
45
43
9
14
46
33
39
30
45
37
18
20
24
11
38
25
18
31
31
14
46
19
23
14
51
23
19
40
8
50
31
39
42
26
4
32
36
43
49
7
33
14
21
10
6
7
23
43
32
12
24
7
38
14
43
47
25
35
32
33
13
2
43
13
14
27
44
19
21
40
6
50
47
35
7
45
14
43
25
29
14
24
51
6
37
38
4
14
42
14
8
34
31
40
7
27
28
40
3
41
14
42
48
37
43
46
43
13
50
24
49
15
44
24
21
9
42
9
25
11
4
28
6
31
4
30
22
41
42
19
28
37
17
14
38
48
44
26
7
9
14
29
50
41
12
20
19
47
52
22
27
20
44
51
52
35
13
5
43
19
31
4
38
42
44
32
21
44
19
48
28
43
29
47
25
46
28
39
26
51
52
25
41
12
30
27
22
33
7
13
20
33
22
14
35
5
20
14
5
39
26
20
25
14
51
45
20
20
50
14
20
39
18
2
27
45
52
2
14
43
41
30
25
14
8
1
14
14
14
41
42
25
14
46
49
19
12
46
29
24
10
43
7
2
1
4
10
30
14
25
51
36
44
11
42
6
46
38
14
14
38
3
30
31
45
39
23
2
43
39
23
48
44
25
21
28
10
43
13
40
50
11
8
17
49
7
39
1
11
3
47
27
21
3
15
20
14
36
44
39
2
39
34
31
17
22
34
35
34
14
16
45
11
11
37
37
31
3
22
28
24
51
16
22
10
37
42
38
35
43
44
46
45
9
18
22
29
28
7
32
17
25
10
39
10
36
5
26
13
7
14
4
28
6
30
9
26
8
27
26
40
25
40
25
31
12
11
24
51
43
14
19
42
42
14
41
6
10
28
46
51
12
7
45
52
25
22
36
28
7
41
10
28
39
25
26
7
35
1
36
20
34
4
25
20
38
21
6
6
23
45
36
23
22
35
12
39
6
39
27
31
41
38
12
7
38
4
19
39
33
43
4
30
24
43
14
12
20
12
19
46
9
43
22
47
16
44
17
3
49
14
12
51
14
18
8
42
12
14
6
24
39
14
26
41
8
7
26
23
43
39
2
40
7
46
28
30
21
13
22
2
27
39
7
29
50
40
6
31
14
7
4
36
41
44
1
15
48
26
22
25
21
41
2
37
13
51
32
27
48
36
23
20
37
14
43
52
43
45
45
51
40
5
21
33
44
39
27
19
52
51
43
32
50
20
12
27
50
27
45
42
8
14
2
6
20
3
3
9
17
35
18
40
7
14
5
8
8
15
11
43
43
44
35
42
8
17
21
2
49
25
24
39
14
49
37
42
13
2
27
36
26
12
27
14
28
26
44
30
41
40
19
44
27
1
51
42
23
38
45
49
16
19
14
32
36
13
44
32
14
37
11
30
45
29
22
43
14
28
19
15
16
41
48
14
23
5
46
28
6
5
52
1
11
37
28
12
19
24
4
20
49
14
29
26
29
22
37
46
44
34
50
27
45
19
40
40
24
16
19
38
14
38
42
41
22
21
20
50
17
14
49
45
7
48
39
34
26
12
51
9
44
14
38
35
28
38
42
10
28
30
50
14
25
46
14
43
48
18
52
20
8
20
52
6
28
50
17
39
11
21
25
19
5
14
15
14
14
48
6
3
14
52
39
18
45
13
21
51
29
37
14
42
19
41
41
14
20
21
14
39
51
44
12
25
51
22
25
10
41
40
13
49
33
21
19
44
36
50
39
10
36
40
26
49
28
36
50
7
22
27
11
13
21
19
50
50
3
14
11
51
38
35
14
45
27
27
14
46
41
26
17
40
44
14
46
32
23
37
39
46
30
41
40
1
14
51
37
8
25
29
8
13
33
19
48
10
11
38
41
14
24
14
14
2
17
31
35
39
21
12
39
40
14
44
21
51
44
15
25
8
21
33
16
48
39
41
25
22
32
10
29
41
45
41
30
29
46
2
31
32
32
3
20
50
45
47
47
1
45
31
24
11
27
12
1
39
44
37
42
14
39
37
42
31
42
16
28
46
44
10
49
42
36
25
41
14
20
3
30
42
2
33
7
34
51
7
45
47
6
50
3
17
25
14
16
28
14
2
44
35
14
11
39
13
41
14
21
46
14
37
3
36
43
39
46
45
30
52
16
8
14
27
39
14
40
4
14
21
22
7
2
30
50
51
37
38
20
31
7
41
25
24
35
13
48
41
9
11
28
38
6
40
19
24
15
42
23
20
13
49
6
14
47
24
15
46
3
17
12
47
43
14
2
31
37
37
19
34
24
45
50
48
19
18
28
51
45
5
40
43
1
43
38
9
12
23
41
9
50
14
24
24
50
19
12
5
6
36
5
10
24
13
15
4
9
50
43
32
8
7
46
46
38
37
30
39
4
14
35
29
45
30
7
1
8
11
4
1
33
22
14
46
2
37
38
46
36
46
43
27
46
48
39
15
51
26
14
14
44
28
28
44
52
43
24
33
29
1
44
6
36
4
9
52
24
22
30
42
3
31
42
52
21
24
45
5
4
35
44
21
35
45
50
31
49
26
14
32
13
8
1
38
44
34
42
21
11
32
37
42
40
20
51
12
27
28
14
42
46
19
35
17
40
4
22
14
14
36
14
52
25
26
4
51
29
3
38
14
20
12
24
28
44
20
14
36
20
11
11
35
29
36
8
39
1
14
40
43
21
45
45
46
14
7
36
9
21
21
45
14
2
45
14
48
22
29
21
35
43
42
31
39
41
14
6
7
14
37
10
42
14
49
24
15
25
5
20
11
4
7
25
26
42
17
51
49
15
7
14
45
7
46
38
2
45
12
47
38
14
51
19
25
50
24
45
45
40
21
11
14
28
36
46
39
18
21
41
38
15
25
31
2
9
21
22
32
33
48
29
26
14
20
38
22
47
21
43
42
40
14
18
41
4
37
28
15
30
2
6
17
46
29
23
10
32
1
41
14
47
19
52
4
46
39
46
22
24
39
51
22
9
28
5
33
38
16
28
23
43
14
31
36
23
48
39
34
9
44
43
27
22
26
4
38
19
26
23
50
6
44
35
15
28
21
14
5
24
31
19
33
1
40
14
9
6
20
51
9
26
44
31
32
44
21
41
38
45
20
17
25
17
23
14
14
14
10
40
50
24
30
30
13
14
48
11
35
20
13
2
20
31
47
50
21
23
43
46
5
37
46
28
15
41
20
31
43
30
51
43
26
10
16
33
13
6
15
33
29
43
41
27
15
22
17
38
43
5
30
49
47
29
43
34
21
51
6
2
43
29
8
49
46
3
8
32
23
44
15
43
24
50
43
43
44
14
51
42
38
19
15
13
41
15
4
22
35
14
26
21
47
44
33
3
16
19
37
7
51
16
30
2
38
12
22
23
52
15
2
11
42
16
6
13
37
15
42
48
23
25
41
21
30
16
15
44
43
50
43
1
1
1
40
22
26
49
15
39
25
47
27
5
27
41
50
35
42
44
34
8
15
16
15
18
14
44
1
24
27
45
50
40
24
36
34
51
48
38
9
38
15
25
35
16
41
20
48
15
43
29
29
49
13
29
52
5
12
43
8
50
3
25
18
20
29
16
11
4
14
19
23
31
14
17
32
40
42
21
6
15
44
35
4
12
44
15
42
35
21
38
45
7
7
39
25
30
21
8
50
15
29
38
16
3
29
50
38
14
15
40
8
41
2
28
46
51
29
41
41
43
46
24
22
15
15
10
37
37
42
17
28
50
39
40
51
27
17
28
30
10
40
30
30
38
48
29
23
35
31
51
38
26
27
15
38
3
44
15
5
45
11
3
32
37
24
37
21
28
49
45
35
42
9
15
38
8
26
45
15
25
11
15
20
27
13
15
7
28
8
21
24
35
7
41
42
15
9
25
44
27
43
41
51
15
15
25
13
3
27
45
29
15
15
36
15
7
8
4
28
45
39
44
31
14
7
32
3
35
44
34
44
39
26
15
29
44
38
48
40
26
11
2
38
37
24
43
38
8
42
3
15
30
20
43
1
32
21
31
2
44
13
17
39
17
48
18
19
2
44
34
43
43
15
28
31
19
5
52
43
50
46
4
34
15
15
10
17
26
29
22
50
25
44
21
42
42
40
21
30
19
38
22
30
20
3
28
25
46
34
19
17
47
20
12
51
40
28
23
34
43
27
50
23
31
15
50
9
30
22
40
29
15
25
19
50
15
13
22
30
35
15
26
51
21
51
15
15
51
44
6
38
22
18
12
8
40
15
51
32
47
45
25
24
9
4
33
15
38
27
22
50
4
9
8
15
8
18
7
39
15
34
43
25
50
42
11
47
50
23
22
1
40
17
12
15
45
13
1
41
31
21
39
21
40
15
16
27
5
33
9
52
35
12
1
1
44
4
20
50
39
32
18
46
21
34
24
42
32
42
23
24
45
9
15
33
8
44
33
22
44
16
44
14
40
15
8
20
48
21
48
4
31
47
6
49
45
3
41
21
13
17
42
4
26
17
15
48
22
29
45
3
27
49
51
45
17
40
46
11
15
3
7
11
36
8
15
22
51
45
29
22
52
27
42
15
45
23
6
9
45
28
43
15
22
39
43
2
50
33
7
44
3
6
50
44
9
30
19
46
42
43
34
6
4
43
40
19
46
15
8
45
45
15
23
14
50
47
1
52
21
47
9
45
25
41
48
22
17
8
10
36
25
11
23
23
22
41
47
41
44
39
20
40
49
41
24
46
47
24
37
43
21
46
17
32
29
7
33
15
22
37
37
47
28
28
40
27
41
9
13
7
18
11
18
46
36
13
19
15
8
20
17
27
27
38
15
9
51
23
15
21
4
27
36
30
38
15
19
26
48
5
10
24
18
15
34
31
27
1
14
52
22
31
38
2
47
29
9
22
42
16
14
15
1
5
12
42
24
33
15
20
45
18
17
35
16
15
46
42
4
23
43
52
22
29
40
15
42
41
26
21
17
49
19
51
44
39
16
10
36
19
8
44
24
43
29
41
52
30
52
25
52
41
2
6
7
45
21
26
35
17
49
27
16
15
41
41
29
30
26
27
16
10
15
42
45
31
22
37
45
15
43
39
17
50
45
48
33
29
8
27
23
20
24
30
43
20
43
10
2
15
23
21
50
4
36
15
26
43
19
20
43
10
40
1
1
25
28
42
15
20
8
14
32
52
27
20
36
20
42
26
15
28
8
45
28
34
47
16
12
41
12
23
42
40
30
43
49
50
26
38
21
3
26
49
43
46
19
13
36
45
9
24
9
29
42
15
6
3
37
19
45
28
22
42
25
22
18
10
28
28
50
3
31
39
20
42
21
46
43
39
41
20
14
15
8
45
7
5
40
30
39
15
30
14
37
34
24
15
16
12
25
43
37
15
13
2
47
11
5
31
43
47
37
16
7
39
11
15
5
15
14
21
20
37
37
21
15
36
20
11
42
20
36
6
15
37
15
32
17
45
43
5
27
27
23
13
40
44
17
10
5
30
20
30
15
33
16
15
8
49
35
24
39
28
39
7
15
20
29
12
7
25
26
51
26
45
44
46
6
50
7
45
21
3
40
20
34
20
40
42
34
16
47
43
34
24
31
48
8
45
46
31
40
12
3
11
24
47
5
45
15
41
45
14
13
38
12
50
10
43
48
1
3
43
15
45
42
22
40
49
25
19
24
35
41
29
22
36
36
23
21
15
41
15
50
31
42
39
25
50
21
39
5
47
45
26
15
21
23
5
51
27
24
21
43
2
49
15
10
21
15
38
14
26
4
5
45
40
46
27
28
25
41
49
45
41
38
52
33
34
21
37
47
21
35
5
50
15
12
30
44
15
27
30
33
9
44
23
38
7
11
27
15
38
52
32
35
25
4
6
15
38
16
30
1
37
48
44
24
25
41
13
36
49
46
34
50
30
43
15
8
39
47
8
24
48
22
9
27
35
21
44
49
35
9
15
51
13
45
47
15
7
20
20
31
41
15
46
48
3
47
9
17
24
30
13
11
12
38
22
6
49
21
13
39
39
37
19
32
15
22
35
21
36
52
15
40
24
15
34
19
2
34
24
13
46
47
3
19
30
30
15
50
42
7
19
32
26
6
36
46
5
39
30
16
25
39
45
44
45
12
31
38
4
2
19
19
43
38
12
22
15
4
30
41
32
41
29
19
44
15
21
37
46
45
49
44
30
46
30
30
46
25
36
15
1
9
41
47
32
24
5
18
7
30
28
26
40
20
16
46
29
22
12
26
37
22
9
11
45
30
22
33
9
43
1
37
37
15
8
39
46
21
34
26
20
32
7
26
15
47
1
4
30
48
42
4
7
45
25
25
14
24
19
42
13
34
21
32
19
20
27
40
1
42
28
4
46
38
22
15
30
31
22
49
15
10
15
38
15
15
23
9
19
15
49
2
10
23
40
44
3
15
52
6
41
40
9
15
40
36
45
15
45
14
38
13
15
17
28
32
9
18
24
42
6
32
3
22
39
37
15
27
45
37
40
29
33
37
39
23
26
43
51
34
16
27
33
51
10
26
27
15
39
13
45
51
20
22
27
10
14
12
21
30
38
44
31
35
22
2
27
39
9
18
2
39
50
2
28
45
24
33
22
20
9
2
31
32
15
37
44
13
1
45
44
21
51
39
26
31
15
36
45
15
45
34
38
19
38
43
46
42
35
15
34
43
19
15
14
37
2
4
41
14
47
6
21
20
35
28
27
26
39
51
6
44
36
42
27
5
48
2
19
10
38
8
15
8
19
19
37
33
42
30
17
39
44
47
42
14
1
21
2
22
45
9
41
24
16
6
2
27
3
22
33
18
48
32
19
23
6
18
41
27
29
43
12
46
38
20
25
22
35
1
12
27
15
6
15
38
41
14
29
30
21
25
15
15
48
39
47
22
26
7
15
40
8
47
30
39
24
22
48
30
1
42
40
38
14
4
46
39
49
34
50
25
8
8
45
5
26
40
23
42
45
46
3
23
50
51
37
42
33
15
25
6
4
21
45
19
23
42
19
38
38
18
39
40
3
21
37
21
42
34
39
27
26
32
12
7
4
12
6
42
49
10
1
19
47
38
25
34
45
7
31
26
30
49
42
40
45
11
15
26
15
12
13
2
17
20
10
22
9
35
32
16
40
45
18
3
20
49
11
28
21
15
19
35
6
15
13
38
6
33
22
42
32
23
31
31
32
43
15
15
15
19
43
36
37
26
